sid,season,number,basin,subbasin,name,iso_time,nature,latitude,longitude,wmo_wind,wmo_pressure,wmo_agency,track_type,dist2land,landfall,iflag,usa_agency,usa_latitude,usa_longitude,usa_record,usa_status,usa_wind,usa_pressure,usa_sshs,usa_r34_ne,usa_r34_se,usa_r34_sw,usa_r34_nw,usa_r50_ne,usa_r50_se,usa_r50_sw,usa_r50_nw,usa_r64_ne,usa_r64_se,usa_r64_sw,usa_r64_nw,usa_poci,usa_roci,usa_rmw,usa_eye,tokyo_latitude,tokyo_longitude,tokyo_grade,tokyo_wind,tokyo_pressure,tokyo_r50_dir,tokyo_r50_longitude,tokyo_r50_short,tokyo_r30_dir,tokyo_r30_long,tokyo_r30_short,tokyo_land,cma_latitude,cma_longitude,cma_cat,cma_wind,cma_pressure,hko_latitude,hko_longitude,hko_cat,hko_wind,hko_pressure,newdelhi_latitude,newdelhi_longitude,newdelhi_grade,newdelhi_wind,newdelhi_pressure,newdelhi_ci,newdelhi_dp,newdelhi_poci,reunion_latitude,reunion_longitude,reunion_type,reunion_wind,reunion_pressure,reunion_tnum,reunion_ci,reunion_rmw,reunion_r34_ne,reunion_r34_se,reunion_r34_sw,reunion_r34_nw,reunion_r50_ne,reunion_r50_se,reunion_r50_sw,reunion_r50_nw,reunion_r64_ne,reunion_r64_se,reunion_r64_sw,reunion_r64_nw,bom_latitude,bom_longitude,bom_type,bom_wind,bom_pressure,bom_tnum,bom_ci,bom_rmw,bom_r34_ne,bom_r34_se,bom_r34_sw,bom_r34_nw,bom_r50_ne,bom_r50_se,bom_r50_sw,bom_r50_nw,bom_r64_ne,bom_r64_se,bom_r64_sw,bom_r64_nw,bom_roci,bom_poci,bom_eye,bom_pos_method,bom_pressure_method,wellington_latitude,wellington_longitude,wellington_wind,wellington_pressure,nadi_latitude,nadi_longitude,nadi_cat,nadi_wind,nadi_pressure,ds824_latitude,ds824_longitude,ds824_stage,ds824_wind,ds824_pressure,td9636_latitude,td9636_longitude,td9636_stage,td9636_wind,td9636_pressure,td9635_latitude,td9635_longitude,td9635_wind,td9635_pressure,td9635_roci,neumann_latitude,neumann_longitude,neumann_class,neumann_wind,neumann_pressure,mlc_latitude,mlc_longitude,mlc_class,mlc_wind,mlc_pressure,usa_atcf_id,source_url,etl_timestamp
1973277N11114,1973,107,WP,MM,OPAL,10/8/1973 0:00:00,TS,14.2714,109.1,,990,tokyo,main,0,0,OOOO_____OOO__,jtwc_wp,14.3,108.9, , ,45,,0,,,,,,,,,,,,,,,, ,14.3,109.5,9,,990,0,,,0,,,0,14.1,109.4,4,68,985,14.3000,109.2,T,65,990,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,108.9,TC,45,,14.3,108.9,2,45,,14.3,108.9,45,990,180,,, ,,,,, ,,,WP181973,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1974072N08147,1974,21,WP,MM,AMY,3/15/1974 0:00:00,TS,8.64286,141.443,,1000,tokyo,main,1196,1196,OOOO_____OOO__,jtwc_wp,8.7,141.7, , ,25,,-1,,,,,,,,,,,,,,,, ,8.7,141.3,2,,1000,0,,,0,,,0,8.4,140.8,1,29,1000,8.60000,141.2,TD,25,1002,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,141.7,TC,25,,8.7,141.7,1,25,,8.7,141.7,25,1000,420,,, ,,,,, ,,,WP021974,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1974121N09154,1974,37,WP,MM,CARLA,5/7/1974 12:00:00,MX,31.872,159.048,,1004,tokyo,main,1719,1719,OOOO_____OOO__,jtwc_wp,31.8,159, , ,35,,0,,,,,,,,,,,,,,,, ,32,159,6,,1004,0,,,0,,,0,32.1,159.3,9,29,1002,31.6000,159,TD,25,1004,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,159,TC,35,,31.8,159,2,35,,31.8,159,35,1004,300,,, ,,,,, ,,,WP041974,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1974236N18154,1974,88,WP,MM,POLLY,8/26/1974 12:00:00,TS,15.5714,146.386,,992,tokyo,main,1982,1982,OOOO_____OOO__,jtwc_wp,15.6,146.4, , ,40,,0,,,,,,,,,,,,,,,, ,15.5,146.4,9,,992,0,,,0,,,0,15.5,146.3,2,38,992,15.6000,146.4,TS,35,992,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,146.4,TC,40,,15.6,146.4,2,40,,15.6,146.4,40,992,540,,, ,,,,, ,,,WP181974,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1974245N24123,1974,95,WP,MM,SHIRLEY,9/8/1974 12:00:00,TS,31.5429,130.271,,984,tokyo,main,0,0,OOOO_____OOO__,jtwc_wp,31.5,130.3, , ,60,,0,,,,,,,,,,,,,,,, ,31.5,130.5,9,,984,0,,,0,,,0,31.7,130.1,4,68,985,31.6000,130.1,STS,55,985,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,130.3,TC,60,,31.5,130.3,2,60,,31.5,130.3,60,984,360,,, ,,,,, ,,,WP211974,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1974296N14148,1974,122,WP,MM,ELAINE,10/30/1974 0:00:00,TS,20.8857,114.143,,980,tokyo,main,157,142,OOOO_____OOO__,jtwc_wp,20.9,114.1, , ,50,,0,,,,,,,,,,,,,,,, ,21,114,9,,980,0,,,0,,,0,20.7,114.4,3,58,980,20.9000,114.2,TS,45,980,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,114.1,TC,50,,20.9,114.1,2,50,,20.9,114.1,50,980,360,,, ,,,,, ,,,WP291974,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1975211N20137,1975,63,WP,MM,NINA,7/31/1975 12:00:00,TS,17.66,133.144,,994,tokyo,main,1022,1013,OOOO_____OOO__,jtwc_wp,17.7,133.2, , ,30,,-1,,,,,,,,,,,,,,,, ,18,133,9,,994,0,,,0,,,0,17.2,133.1,2,38,996,17.5000,133,TD,25,995,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,133.2,TC,30,,17.7,133.2,1,30,,17.7,133.2,30,994,420,,, ,,,,, ,,,WP041975,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1975237N23154,1975,79,WP,MM,SUSAN,8/26/1975 12:00:00,TS,25.8815,153.278,,1000,tokyo,main,1607,1569,OOOO_____OOO__,jtwc_wp,26.1,153.4, , ,30,,-1,,,,,,,,,,,,,,,, ,25.5,153,2,,1000,0,,,0,,,0,25.3,153.2,1,29,1000,26.0000,153.1,TD,25,1002,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,153.4,TC,30,,26.1,153.4,1,30,,26.1,153.4,30,1000,540,,, ,,,,, ,,,WP091975,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1975281N10142,1975,108,WP,MM,ELSIE,10/14/1975 12:00:00,TS,21.9731,113.373,,995,tokyo,main,15,0,OOOO_____OOO__,jtwc_wp,22,113.4, , ,55,,0,,,,,,,,,,,,,,,, ,21.9,113.3,9,,995,0,,,0,,,0,22,113.3,4,68,970,21.9000,113.4,T,65,995,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,113.4,TC,55,,22,113.4,2,55,,22,113.4,55,995,240,,, ,,,,, ,,,WP171975,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1975357N07116,1975,147,WP,MM,NOT_NAMED,12/27/1975 0:00:00,TS,11.0296,114.356,,996,tokyo,main,413,391,OOOO_____OOO__,jtwc_wp,11.2,114.5, , ,30,,-1,,,,,,,,,,,,,,,, ,10.6,114,9,,996,0,,,0,,,0,10.5,114.4,2,38,995,11.4000,114,TD,25,996,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,114.5,TC,30,,11.2,114.5,1,30,,11.2,114.5,30,996,240,,, ,,,,, ,,,WP251975,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976131N12142,1976,52,WP,MM,OLGA,5/24/1976 0:00:00,TS,16.1857,119.971,,985,tokyo,main,10,0,OOOO_____OOO__,jtwc_wp,16.1,120.2, , ,40,,0,,,,,,,,,,,,,,,, ,16,119.5,9,,985,0,,,0,,,0,16.4,119.5,3,48,980,16.5000,120,TS,35,985,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,120.2,TC,40,,16.1,120.2,2,40,,16.1,120.2,40,985,480,,, ,,,,, ,,,WP051976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976190N09163,1976,70,WP,MM,THERESE,7/19/1976 12:00:00,TS,32.5714,129.957,,996,tokyo,main,14,14,OOOO_____OOO__,jtwc_wp,32.6,130.2, , ,30,,-1,,,,,,,,,,,,,,,, ,32.4,129.8,9,,996,0,,,0,,,0,32.4,129.5,2,38,995,32.8000,129.6,TD,30,990,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,130.2,TC,30,,32.6,130.2,1,30,,32.6,130.2,30,996,240,,, ,,,,, ,,,WP091976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976213N08160,1976,82,WP,MM,BILLIE,8/11/1976 12:00:00,TS,27.9926,112.204,,998,tokyo,main,0,0,OOOO_____OOO__,jtwc_wp,28,112, , ,10,,-1,,,,,,,,,,,,,,,, ,28,112,2,,998,0,,,0,,,0,27.8,112.4,1,23,995,28.2000,113.3,TD,25,996,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,112,TC,10,,28,112,1,10,,28,112,10,998,360,,, ,,,,, ,,,WP131976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976257N17156,1976,112,WP,MM,HOPE,9/15/1976 0:00:00,TS,22.3286,153.457,,985,tokyo,main,1919,1848,OOOO_____OOO__,jtwc_wp,22.4,153.5, , ,55,,0,,,,,,,,,,,,,,,, ,22.1,153.3,9,,985,0,,,0,,,0,22.4,153.3,3,58,985,22.2000,153.6,STS,55,985,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,153.5,TC,55,,22.4,153.5,2,55,,22.4,153.5,55,983,360,,, ,,,,, ,,,WP191976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976301N07153,1976,130,WP,MM,LOUISE,11/3/1976 12:00:00,TS,16.3143,127.386,,895,tokyo,main,419,410,OOOO_____OOO__,jtwc_wp,16.3,127.4, , ,140,,5,,,,,,,,,,,,,,,, ,16.3,127.4,9,,895,0,,,0,,,0,16.4,127.4,6,126,896,16.3000,127.3,SuperT,125,895,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,127.4,TC,140,,16.3,127.4,4,140,,16.3,127.4,140,895,420,,, ,,,,, ,,,WP221976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976336N08133,1976,139,WP,MM,NORA,12/6/1976 12:00:00,TS,13.363,122.844,,996,tokyo,main,10,10,OOOO_____OOO__,jtwc_wp,13.4,123, , ,30,,-1,,,,,,,,,,,,,,,, ,13,122.4,9,,996,0,,,0,,,0,13.4,122.7,1,29,998,13.6000,122.8,TD,25,998,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,123,TC,30,,13.4,123,1,30,,13.4,123,30,996,180,,, ,,,,, ,,,WP241976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1961014N07141,1961,8,WP,MM,RITA,1/17/1961 12:00:00,TS,12.1286,134.371,,1002,tokyo,main,945,945,OOOO_____OOO__,jtwc_wp,12.3,134.6, , ,30,,-1,,,,,,,,,,,,,,,, ,11.6,133.7,2,,1002,0,,,0,,,0,12.2,134.7,1,29,1002,11.9000,133.8,TD,30,1002,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,134.6,TC,30,,12.3,134.6,1,30,,12.3,134.6,30,999,360,,, ,,,,, ,,,WP011961,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1961241N20155,1961,82,WP,MM,MARIE,9/1/1961 0:00:00,TS,26.8,145.514,,998,tokyo,main,1049,1039,OOOO_____OOO__,jtwc_wp,26.8,145.5, , ,45,,0,,,,,,,,,,,,,,,, ,26.8,145.6,9,,998,0,,,0,,,0,26.8,145.5,3,48,999,26.8000,145.5,TS,45,997,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,145.5,TC,45,,26.8,145.5,2,45,,26.8,145.5,45,987,240,,, ,,,,, ,,,WP171961,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1961276N22152,1961,101,WP,MM,VIOLET,10/4/1961 12:00:00,TS,18.316,145.804,,1000,tokyo,main,1943,1940,OOOO_____OOO__,jtwc_wp,18.3,145.8, , ,65,,1,,,,,,,,,,,,,,,, ,18.4,145.8,2,,1000,0,,,0,,,0,18.2,145.8,1,29,1000,18.7000,145.9,TS,45,982,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,145.8,TC,65,,18.3,145.8,3,65,,18.3,145.8,65,981,300,,, ,,,,, ,,,WP231961,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962187N17129,1962,46,WP,MM,JOAN,7/7/1962 12:00:00,TS,21.3727,129.764,,994,tokyo,main,852,843,OOOO_____OOO__,jtwc_wp,21.3,129.8, , ,50,,0,,,,,,,,,,,,,,,, ,21.5,129.8,9,,994,0,,,0,,,0,21.5,129.8,3,48,992,21.3000,129.6,STS,50,989,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,129.8,TC,50,,21.3,129.8,2,52,,21.3,129.8,52,990,180,,, ,,,,, ,,,WP051962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962236N20131,1962,66,WP,MM,VERA,8/27/1962 0:00:00,TS,27.3,131.657,,990,tokyo,main,424,352,OOOO_____OOO__,jtwc_wp,27.3,131.7, , ,60,,0,,,,,,,,,,,,,,,, ,27.4,131.7,9,,990,0,,,0,,,0,27.3,131.7,4,68,984,27.2000,131.4,STS,60,984,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,131.7,TC,60,,27.3,131.7,2,62,,27.3,131.7,62,984,60,,, ,,,,, ,,,WP151962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962254N11123,1962,76,WP,MM,BABE:BABS:CARLA,9/15/1962 0:00:00,TS,14.1143,112.286,,994,tokyo,main,324,294,OOOO_____OOO__,jtwc_wp,14.2,112.3, , ,50,,0,,,,,,,,,,,,,,,, ,14.2,112.2,9,,994,0,,,0,,,0,14.3,112.2,3,48,994,14.1000,112.1,TS,45,994,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,112.3,TC,50,,13.6,112.6,2,,,14.2,112.3,50,985,240,,, ,,,,, ,,,WP181962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962268N12144,1962,85,WP,MM,DINAH,9/26/1962 12:00:00,TS,12.9857,140.3,,1006,tokyo,main,1593,1582,OOOO_____OOO__,jtwc_wp,13.2,140.2, , ,30,,-1,,,,,,,,,,,,,,,, ,13,140,2,,1006,0,,,0,,,0,12,141.3,0,,1004,13.1000,140,TD,25,1006,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,140.2,TC,30,,13.2,140.2,1,30,,13.2,140.2,30,1005,240,,, ,,,,, ,,,WP201962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962272N10161,1962,87,WP,MM,EMMA:FREDA,10/2/1962 0:00:00,TS,15.5316,147.026,,990,tokyo,main,1971,1971,OOOO_____OOO__,jtwc_wp,15.6,146.6, , ,70,,1,,,,,,,,,,,,,,,, ,15.6,148.3,9,,990,0,,,0,,,0,15.2,146.9,3,48,990,15.9000,146.7,STS,60,986,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,146.6,TC,70,,15.6,146.6,3,70,,15.6,146.6,70,990,180,,, ,,,,, ,,,WP211962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962274N16158,1962,90,WP,MM,FREDA:GILDA,10/6/1962 0:00:00,TS,24.0714,162.586,,950,tokyo,main,2448,2441,OOOO_____OOO__,jtwc_wp,24.3,162.7, , ,100,,3,,,,,,,,,,,,,,,, ,23.5,162.5,9,,950,0,,,0,,,0,23.9,162.5,5,97,948,23.9000,162.3,ST,90,950,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3,162.7,TC,100,,24.3,162.7,4,100,,24.3,162.7,100,949,240,,, ,,,,, ,,,WP221962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962292N11139,1962,94,WP,MM,GILDA:IVY,10/29/1962 12:00:00,TS,25.0571,135.3,,965,tokyo,main,798,793,OOOO_____OOO__,jtwc_wp,25.2,135.2, , ,80,,1,,,,,,,,,,,,,,,, ,24.8,135.5,9,,965,0,,,0,,,0,25,135.4,5,97,968,24.8000,135.4,T,70,970,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,135.2,TC,80,,25.2,135.2,4,82,,25.2,135.2,82,967,180,,, ,,,,, ,,,WP231962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962311N06154,1962,101,WP,MM,KAREN,11/12/1962 12:00:00,TS,14.9286,138.643,,920,tokyo,main,1448,1389,OOOO_____OOO__,jtwc_wp,14.9,138.7, , ,150,,5,,,,,,,,,,,,,,,, ,15,138.5,9,,920,0,,,0,,,0,14.9,138.7,6,155,910,15.0000,138.5,SuperT,130,905,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,138.7,TC,150,,14.9,138.7,4,150,,14.9,138.7,150,906,540,,, ,,,,, ,,,WP271962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962340N07141,1962,109,WP,MM,NADINE,12/10/1962 0:00:00,TS,26.4818,157.845,,980,tokyo,main,1902,1902,OOOO_____OOO__,jtwc_wp,26.5,157.9, , ,35,,0,,,,,,,,,,,,,,,, ,26.6,157.8,9,,980,0,,,0,,,0,26.4,157.8,3,58,980,26.4000,157.8,STS,55,980,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,157.9,TC,35,,26.5,157.9,2,35,,26.5,157.9,35,993,720,,, ,,,,, ,,,WP301962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963158N20116,1963,50,WP,MM,ROSE,6/13/1963 12:00:00,TS,32.4091,132.373,,994,tokyo,main,48,0,OOOO_____OOO__,jtwc_wp,32.3,132.5, , ,35,,0,,,,,,,,,,,,,,,, ,32.5,132.3,9,,994,0,,,0,,,0,32.5,132.4,2,38,994,32.5000,132.1,TS,40,994,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,132.5,TC,35,,32.3,132.5,2,35,,32.3,132.5,35,1002,180,,, ,,,,, ,,,WP031963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963167N09156,1963,52,WP,MM,TRIX,6/28/1963 12:00:00,TS,17.8714,119.829,,990,tokyo,main,62,62,OOOO_____OOO__,jtwc_wp,17.8,119.9, , ,55,,0,,,,,,,,,,,,,,,, ,17.9,120,9,,990,0,,,0,,,0,18,119.8,3,58,990,18.0000,119.4,STS,50,991,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,119.9,TC,55,,17.8,119.9,2,55,,17.8,119.9,55,990,180,,, ,,,,, ,,,WP051963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963247N18145,1963,79,WP,MM,GLORIA,9/11/1963 12:00:00,TS,25.8429,121.214,,945,tokyo,main,69,69,OOOO_____OOO__,jtwc_wp,25.9,121, , ,85,,2,,,,,,,,,,,,,,,, ,26.1,121.6,9,,945,0,,,0,,,0,25.6,121.6,6,106,945,25.6000,121.3,ST,85,950,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,121,TC,85,,25.9,121,4,85,,25.9,121,85,939,420,,, ,,,,, ,,,WP141963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963270N08154,1963,92,WP,MM,JUDY,10/3/1963 0:00:00,TS,26.5,142.486,,920,tokyo,main,969,918,OOOO_____OOO__,jtwc_wp,26.5,142.5, , ,150,,5,,,,,,,,,,,,,,,, ,26.5,142.6,9,,920,0,,,0,,,0,26.5,142.5,6,145,916,26.5000,142.3,SuperT,130,915,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,142.5,TC,150,,26.5,142.5,4,150,,26.5,142.5,150,912,360,,, ,,,,, ,,,WP171963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963279N07165,1963,97,WP,MM,LOLA,10/16/1963 12:00:00,TS,19.6714,137.9,,952,tokyo,main,1453,1439,OOOO_____OOO__,jtwc_wp,19.7,137.9, , ,115,,4,,,,,,,,,,,,,,,, ,19.7,137.8,9,,952,0,,,0,,,0,19.5,138,6,106,953,19.7000,137.9,SuperT,100,955,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,137.9,TC,115,,19.7,137.9,4,115,,19.7,137.9,115,953,360,,, ,,,,, ,,,WP191963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964133N10134,1964,32,WP,MM,TESS,5/16/1964 12:00:00,TS,11.2571,129.871,,1002,tokyo,main,448,427,OOOO_____OOO__,jtwc_wp,11.1,129.8, , ,30,,-1,,,,,,,,,,,,,,,, ,11.7,129.7,9,,1002,0,,,0,,,0,11.4,129.9,2,38,1000,11.3000,130.3,TD,25,1005,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,129.8,TC,30,,11.1,129.8,1,30,,11.1,129.8,30,1004,240,,, ,,,,, ,,,WP011964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
